Metal abbrev.,fd_2279_s
TYPE,fd_47935_mfcl_lookup
_Identifier Type,fd_28711_mfcl_lookup
Manufacture Date,fd_4080_s
Media Term,fd_50379_s
"ARTstor Workspace, Plant Pathology Herbarium (CUP): Published By",publishing_status.167.updated_by
Citation,fd_4476_s
Active,fd_48040_bfd_48046_b | fd_48052_b | fd_48058_b | fd_48064_b | fd_48071_b | fd_48077_b | fd_48083_b | fd_48089_b | fd_48095_b | fd_48101_b | fd_48107_b | fd_48113_b | fd_48119_b | fd_48125_b | fd_48131_b | fd_48137_b | fd_48143_b | fd_48149_b | fd_48156_b | fd_48163_b | fd_48169_b | fd_48175_b | fd_48181_b | fd_48187_b | fd_48193_b | fd_48199_b | fd_48205_b | fd_48211_b | fd_48217_b | fd_48223_b | fd_48229_b | fd_48235_b | fd_48241_b | fd_48247_b | fd_48253_b | fd_48259_b | fd_48265_b | fd_48271_b | fd_48277_b | fd_48283_b | fd_48289_b | fd_48295_b | fd_48301_b | fd_48307_b | fd_48313_b | 
Slide Number,fd_34465_s
Creation/Discovery Site,fd_44667_lookupfd_24240_lookup | fd_24662_lookup | fd_31112_lookup | fd_51022_lookup | fd_25456_lookup | fd_36158_lookup | fd_58679_lookup | fd_1477_s | fd_1510_lookup | fd_1543_s | fd_22775_lookup | fd_20059_lookup | fd_44727_lookup | fd_3391_lookup | fd_41008_lookup | fd_31368_lookup | fd_42115_lookup | fd_28517_lookup | fd_52318_lookup | fd_52354_lookup | fd_18690_lookup | fd_30051_lookup | fd_31046_lookup | fd_47905_lookup | fd_47939_lookup | fd_40111_lookup | fd_31017_lookup | fd_31495_s | fd_34862_lookup | fd_42383_lookup | fd_58238_lookup | fd_51675_lookup | fd_52749_lookup | 
"ARTstor Personal Collection, Ernie Paniccioli Archive: Status",publishing_status.1633.status
Plate Number,fd_31392_sfd_31515_s | 
Image Date Type,fd_4492_s
"ARTstor Workspace, Cornell Arts & Sciences Images for Teaching Collection: Status",publishing_status.677.status
Worn or Used by,fd_51043_s
Short Description,fd_51061_s
"Shared Shelf Commons, New York State Aerial Photographs: Status",publishing_status.87.status
Creator,fd_14707_lookupfd_44651_lookup | fd_24224_lookup | fd_15734_lookup | fd_24646_lookup | fd_24675_lookup | fd_4781_lookup | fd_31096_lookup | fd_25440_lookup | fd_36142_lookup | fd_41071_lookup | fd_1461_lookup | fd_1494_lookup | fd_1527_lookup | fd_22759_lookup | fd_20043_lookup | fd_44711_lookup | fd_17165_lookup | fd_3358_lookup | fd_31570_lookup | fd_40992_lookup | fd_31352_lookup | fd_27318_lookup | fd_1943_lookup | fd_3444_lookup | fd_2074_lookup | fd_2104_lookup | fd_3526_lookup | fd_2129_lookup | fd_3099_s | fd_28501_lookup | fd_52302_lookup | fd_2322_lookup | fd_52338_lookup | fd_18674_lookup | fd_30035_lookup | fd_31030_lookup | fd_47888_lookup | fd_40102_lookup | fd_31001_lookup | fd_13583_mfcl_lookup | fd_6451_lookup | fd_31479_lookup | fd_5525_lookup | fd_42367_lookup | fd_21804_lookup | fd_58224_lookup | fd_53961_lookup | fd_6320_lookup | fd_22259_s | fd_51659_lookup | fd_4118_lookup | fd_52733_lookup | 
Image Number,fd_51166_ifd_31523_i | 
"ARTstor Workspace, Landslides Aerial Photography: Status",publishing_status.198.status
"Shared Shelf Commons, Cornell: Southern Tenant Farmers Union Photographs: Published On",publishing_status-274-updated_on
"ARTstor Workspace, Cornell: Southern Tenant Farmers Union Photographs: Published By",publishing_status.273.updated_by
Voyager BIB ID,fd_53889_s
"Shared Shelf Commons, Cornell: Historic Glacial Images of Alaska and Greenland: Status",publishing_status.1235.status
"ARTstor Workspace, Cornell: Claire Holt Papers: Images of Indonesian Art, Architecture, and Culture: Published By",publishing_status.165.updated_by
"Shared Shelf Commons, Cornell: Andrew Dickson White Collection of Architectural Photographs: Status",publishing_status.959.status
"Shared Shelf Commons, Cornell: The Joe Conzo, Jr  Archive: Status",publishing_status.325.status
Work_RelatedWork2,fd_35672_sfd_46692_s | fd_21204_s | fd_21280_s | fd_5481_s | 
Metric Unit,fd_4818_sfd_31600_s | 
People (Names) - Devanagari,fd_56280_s
Call Number,fd_43814_sfd_4224_s | fd_47918_s | 
"Shared Shelf Commons, Cornell: Willard D. Straight in Korea: Published On",publishing_status-145-updated_on
Title (Spanish),fd_3144_s
Reverse,fd_2287_s
Voyager ID,fd_4826_sfd_31597_s | fd_2393_s | 
Language of Material,fd_28685_s
Digital Collection,fd_62094_s
"Shared Shelf Commons, Cornell: Efraim Racker Art Albums: Published By",publishing_status.960.updated_by
Original Cataloger,fd_15770_s
RelationType2,fd_35681_sfd_46701_s | fd_21205_s | fd_21281_s | fd_5482_s | 
Creator birth date,fd_41105_s
"ARTstor Workspace, Cornell:  Images from the Rare Book and Manuscript Collections: Status",publishing_status.472.status
"ARTstor Workspace, Cornell: Laboratory of Ornithology Gallery of Bird and Wildlife Art: Published On",publishing_status-1352-updated_on
Deity/Central Figure,fd_34457_s
Features,fd_45820_mfcl_lookup
Old Catalog Number,fd_15765_s
Project/Collection Title,fd_28674_s
ARTstor Earliest Date,fd_31358_i
Image_Source,fd_35669_sfd_46689_s | fd_21199_s | fd_21275_s | fd_5476_s | 
Technique,fd_26737_lookup
"Shared Shelf Commons, Cornell: Ragamala Paintings Collection: Published By",publishing_status.1114.updated_by
Repository Accession Number,fd_31366_sfd_31493_s | 
Adler Notes (transcribed),fd_59992_s
Date Imaged (Master Copy),fd_24704_s
ETC BOX #,fd_3970_s
Image Measure Num,fd_4495_s
Term Type,fd_50375_s
Unreadable Sector Notes (Master Copy),fd_24706_s
Model Manufacturer,fd_4114_s
"ARTstor Workspace, Cornell: Reuleaux Kinematic Mechanisms Collection: Published On",publishing_status-153-updated_on
Title (Roman characters),fd_53991_s
Item Number,fd_4015_s
"ARTstor Personal Collection, Ernie Paniccioli Archive: Published By",publishing_status.1633.updated_by
Site,fd_29979_lookupfd_5375_s | 
Date 2,fd_4539_sfd_5544_s | 
Unknown,fd_50572_s
"ARTstor Workspace, Cornell: Vicos Collection: Published By",publishing_status.156.updated_by
Linked Data Updated On,propagated_on
Sub-collection,fd_36067_s
"Shared Shelf Commons, Cornell: Plant Pathology Herbarium (CUP): Published By",publishing_status.168.updated_by
Topical Subject,fd_6847_mfcl_lookup
ISBN/ISSN,fd_31386_sfd_31509_s | 
Artstor ID,fd_51165_s
Other Descriptive Notes,fd_1711_s
Coin Status,fd_2290_s
Image Relation,fd_4497_s
Dimensions,fd_15744_sfd_51016_s | fd_25700_s | fd_17175_s | fd_46366_s | 
"Shared Shelf Commons, Cornell: John Reps Collection - Bastides: Status",publishing_status.777.status
Print Citation 2,fd_3189_s
Digitization Process,fd_31711_s
Appraisal Firm,fd_62206_s
LUNA ID,fd_2386_s
"Shared Shelf Commons, Cornell: Frank Gilbreth Motion Study Photographs: Published By",publishing_status.278.updated_by
Collection,fd_3185_sfd_58695_s | fd_41101_s | fd_4112_s | fd_3520_s | fd_2973_s | fd_3560_s | fd_43537_s | fd_52333_s | fd_2389_s | fd_2383_s | fd_52369_s | fd_40127_s | fd_3148_s | fd_39815_s | 
Orig Repository,fd_2164_lookupfd_21832_lookup | 
"Shared Shelf Commons, Cornell: Kroch Asia Rare Materials Archive: Status",publishing_status.208.status
Full Title,fd_30037_sfd_58228_s | 
Other Creators,fd_30158_lookupfd_58226_lookup | 
"ARTstor Workspace, Cornell: Persuasive Map Collection: Status",publishing_status.908.statuspublishing_status.1675.status | 
Height,fd_3905_s
Related Images,fd_3133_s
"Shared Shelf Commons, Vicos Collection: Published By",publishing_status.116.updated_by
ID Number,fd_14734_sfd_44678_s | fd_24251_s | fd_24673_s | fd_24702_s | fd_4808_s | fd_31123_s | fd_51033_s | fd_25467_s | fd_36169_s | fd_3176_s | fd_58671_s | fd_41098_s | fd_25717_s | fd_1483_s | fd_1521_s | fd_1554_s | fd_22786_s | fd_20070_s | fd_44738_s | fd_17192_s | fd_3385_s | fd_31587_s | fd_41019_s | fd_31379_s | fd_27345_s | fd_1973_s | fd_3471_s | fd_3516_s | fd_2101_s | fd_2123_s | fd_3553_s | fd_42126_s | fd_2156_s | fd_2200_s | fd_29990_s | fd_28528_s | fd_52329_s | fd_2275_s | fd_2319_s | fd_2349_s | fd_52365_s | fd_18701_s | fd_30062_s | fd_31057_s | fd_47915_s | fd_47950_s | fd_4479_s | fd_40103_s | fd_31028_s | fd_31503_s | fd_3137_s | fd_34873_s | fd_42394_s | fd_21830_s | fd_58225_s | fd_53988_s | fd_22273_s | fd_51686_s | fd_34452_s | fd_52760_s | 
"ARTstor Workspace, Cornell: Midvale Steel Company Photographs Collected by Charles D. Wrege: Status",publishing_status.279.status
"Shared Shelf Commons, Cornell: Squeeze Collection: Published By",publishing_status.747.updated_by
Cornell Class,fd_51037_s
"Shared Shelf Commons, Cornell: International Ladies' Garment Workers' Union Photographs: Published By",publishing_status.282.updated_by
Collector's Notes,fd_35685_sfd_58245_s | 
Primary Image,primary_image
Publication Place,fd_2308_lookup
Work_EarliestDate1,fd_35652_ifd_46672_i | fd_21169_i | fd_21245_i | fd_5452_i | 
"Shared Shelf Commons, Cornell: Lowentheil Collection of African-American Photographs: Status",publishing_status.1236.status
"ARTstor Workspace, Archivision Library - Module 8 - Cornell: Status",publishing_status.420.status
"Shared Shelf Commons, Cornell: Hip Hop Party and Event Flyers: Published By",publishing_status.200.updated_by
Record Date,fd_5399_s
Party/Event Name,fd_4550_sfd_5555_s | 
"ARTstor Workspace, Cornell Hip Hop Party and Event Flyers: Published On",publishing_status-199-updated_on
Publication Information,fd_22793_s
Agent_Display,fd_35647_lookupfd_46667_lookup | fd_21163_lookup | fd_21239_lookup | fd_5447_lookup | 
Caption Transcription,fd_55279_s
Software,fd_2210_s
Project Type,fd_29992_mfcl_lookup
Image Set,fd_6353_s
Metric Dimensions,fd_2302_s
Translation_Transcription (Islandica 48),fd_55281_s
"Shared Shelf Commons, Cornell: Political Americana Collection: Published On",publishing_status-1131-updated_on
Image Source,fd_47956_s
Model Designer,fd_4075_lookup
"Shared Shelf Commons, Cornell: Selections from the Anthropology Collections: Published On",publishing_status-284-updated_on
"Shared Shelf Commons, Cornell: Laboratory of Ornithology Gallery of Bird and Wildlife Art: Published On",publishing_status-1365-updated_on
"Shared Shelf Commons, Cornell:  NewYork-Presbyterian/Weill Cornell Medical Center Archives Image Collection: Published On",publishing_status-223-updated_on
Work_Technique,fd_35674_sfd_46694_s | fd_21195_s | fd_21271_s | fd_5472_s | 
"ARTstor Workspace, Cornell:  Images from the Rare Book and Manuscript Collections: Published By",publishing_status.472.updated_by
"ARTstor Workspace, Cornell Hip Hop Party and Event Flyers: Status",publishing_status.199.status
"Shared Shelf Commons, Cornell: Frank Gilbreth Motion Study Photographs: Status",publishing_status.278.status
Folder,fd_65596_sfd_18250_s | fd_53990_s | 
Shape Notes,fd_47962_s
Project Owner,fd_33379_s
Artstor Earliest Date,fd_31485_s
"Shared Shelf Commons, Cornell: Oskar Diethelm Library for the History of Psychiatry: Published By",publishing_status.480.updated_by
Level,visibility
Location,fd_14722_sfd_44666_lookup | fd_24239_lookup | fd_24661_lookup | fd_31111_lookup | fd_51021_lookup | fd_25455_lookup | fd_36157_lookup | fd_3181_lookup | fd_1476_s | fd_1509_lookup | fd_1542_s | fd_22774_lookup | fd_20058_lookup | fd_44726_lookup | fd_17180_lookup | fd_3373_s | fd_41007_lookup | fd_31367_lookup | fd_27333_lookup | fd_3236_lookup | fd_3475_lookup | fd_3523_lookup | fd_2089_lookup | fd_3203_lookup | fd_3557_lookup | fd_42114_lookup | fd_3100_lookup | fd_28516_lookup | fd_52317_lookup | fd_2337_lookup | fd_52353_lookup | fd_18689_lookup | fd_31045_lookup | fd_47904_lookup | fd_31016_lookup | fd_5352_lookup | fd_31494_lookup | fd_3141_lookup | fd_42382_lookup | fd_53976_lookup | fd_6351_lookup | fd_22269_lookup | fd_51674_lookup | fd_52748_lookup | 
General Notes,fd_47958_s
Updated By,updated_by
Image Measure Unit,fd_4496_s
"Shared Shelf Commons, Mysteries at Eleusis: Images of Inscriptions: Status",publishing_status.132.status
Architect Latest Date,fd_50383_s
"Shared Shelf Commons, Ernie Paniccioli Archive: Published By",publishing_status.923.updated_by
"Shared Shelf Commons, Images from the Cornell University Library Map Collection: Status",publishing_status.102.status
Genre,fd_4031_s
Material Type,fd_28684_mfcl_lookup
OCR Text 3,fd_65149_s
Filename,filename
Bibliography,fd_46939_sfd_2167_s | fd_2272_s | fd_47922_s | fd_21834_s | fd_65869_s | 
"ARTstor Workspace, Cornell: Oskar Diethelm Library for the History of Psychiatry: Published By",publishing_status.481.updated_by
Orig Materials / Techniques,fd_2162_sfd_21845_s | 
Date (original),fd_26736_s
RMC Number,fd_57116_s
Historical Note,fd_6851_sfd_22284_s | 
Date Posted,fd_58607_sfd_58608_s | 
Graphic Elements,fd_4526_sfd_5539_s | 
"ARTstor Workspace, Cornell: Persuasive Map Collection: Published On",publishing_status-908-updated_onpublishing_status-1675-updated_on | 
M Sequential Number,fd_2204_s
"ARTstor Workspace, Cornell: Icelandic and Faroese Photographs of Frederick W.W. Howell: Published By",publishing_status.152.updated_by
"Shared Shelf Commons, Cornell: The J. R. Sitlington Sterrett Collection of Archaeological Photographs: Published On",publishing_status-2301-updated_on
Contributors,fd_22790_lookup
Related Materials,fd_28687_s
"ARTstor Workspace, Cornell Squeeze Collection: Status",publishing_status.748.status
Mint,fd_2285_s
Work_DateDisplay,fd_35651_sfd_46671_s | fd_21168_s | fd_21244_s | fd_5451_s | 
Corpus,fd_4487_s
Hannah's Notes,fd_30064_sfd_58246_s | 
"Shared Shelf Commons, Images from the Cornell University Library Map Collection: Published By",publishing_status.102.updated_by
Date (Nepali),fd_56353_s
"Shared Shelf Commons, Cornell: Southern Tenant Farmers Union Photographs: Status",publishing_status.274.status
Additional Notes,fd_25151_sfd_28692_s | fd_6852_s | fd_22275_s | 
Page Number,fd_31390_sfd_31513_s | 
Medium,fd_25699_lookupfd_2304_lookup | 
Created By,created_by
"Shared Shelf Commons, Reuleaux Kinematic Mechanisms Collection: Published By",publishing_status.114.updated_by
"Shared Shelf Commons, Reuleaux Kinematic Mechanisms Collection: Published On",publishing_status-114-updated_on
Related Contact Sheet,fd_5639_s
"ARTstor Workspace, Cornell Gem Impressions Collection: Published By",publishing_status.788.updated_by
Measurements,fd_14717_sfd_44661_s | fd_24234_s | fd_4515_s | fd_24656_s | fd_4791_s | fd_31106_s | fd_25450_s | fd_36152_s | fd_41081_s | fd_1471_s | fd_1504_s | fd_1537_s | fd_22769_s | fd_20053_s | fd_3368_s | fd_31578_s | fd_31362_s | fd_2084_s | fd_2112_s | fd_42109_s | fd_2139_s | fd_2183_s | fd_29973_s | fd_28511_s | fd_52312_s | fd_52348_s | fd_18684_s | fd_31040_s | fd_47899_s | fd_47933_s | fd_4462_s | fd_31011_s | fd_5331_s | fd_31489_s | fd_5532_s | fd_3120_s | fd_42377_s | fd_21813_s | fd_22264_s | fd_51669_s | fd_52743_s | 
"Shared Shelf Commons, Cornell: Lowentheil Collection of African-American Photographs: Published On",publishing_status-1236-updated_on
Width,fd_3906_s
M Batch Number,fd_2203_s
"ARTstor Workspace, Cornell: Icelandic and Faroese Photographs of Frederick W.W. Howell: Status",publishing_status.152.status
Denomination,fd_2281_s
Condition Notes,fd_15766_s
Orig Creation Site,fd_21717_lookupfd_21842_lookup | 
Component,fd_41118_s
"ARTstor Workspace, Cornell: New York State Aerial Photographs: Published On",publishing_status-155-updated_on
"ARTstor Workspace, Cornell: Mysteries at Eleusis: Images of Inscriptions: Published On",publishing_status-151-updated_on
Political Figure,fd_41112_s
Collection Dates,fd_28675_s
Sheet,fd_3477_s
Generation,fd_4030_s
Country (free-text),fd_62207_s
Institution,institution_name
Image_Date,fd_35665_sfd_46685_s | fd_21189_s | fd_21265_s | fd_5465_s | 
Set (Public),fd_64920_s
Volume/Issue,fd_21867_s
"Shared Shelf Commons, Cornell: Efraim Racker Art Albums: Status",publishing_status.960.status
Page/Column Number,fd_34464_s
DerivativeCopy,fd_4215_s
"ARTstor Workspace, Cornell: Willard D. Straight in Korea: Published By",publishing_status.144.updated_by
"Shared Shelf Commons, Cornell: Coins Collection : Status",publishing_status.202.status
"Shared Shelf Commons, Images from the Cornell University Library Map Collection: Published On",publishing_status-102-updated_on
Web Citation ,fd_3190_s
"ARTstor Workspace, Cornell: Divine Comedy Image Archive: Published By",publishing_status.150.updated_by
Metric Diameter,fd_4822_sfd_31589_s | 
Translation (English),fd_38355_s
CULAR Title,fd_28703_s
"Shared Shelf Commons, Cornell: Oskar Diethelm Library for the History of Psychiatry: Published On",publishing_status-480-updated_on
"Shared Shelf Commons, Cornell: Campus Artifacts, Art & Memorabilia: Published On",publishing_status-157-updated_on
Parent,fd_48150_mfcl_lookupfd_48157_mfcl_lookup | 
Cost of Admission,fd_4551_sfd_5556_s | 
"ARTstor Workspace, Cornell: The Experimental Television Center Video Archives: Published On",publishing_status-421-updated_on
Design Description,fd_38585_s
Exhibition History,fd_51068_s
Creator Dates,fd_52332_sfd_52368_s | 
Reproduction ID,fd_4102_s
"ARTstor Workspace, Cornell: Oskar Diethelm Library for the History of Psychiatry: Published On",publishing_status-481-updated_on
Display Title,fd_46389_s
Publication Publisher,fd_31385_sfd_31508_s | 
"Shared Shelf Commons, Reuleaux Kinematic Mechanisms Collection: Status",publishing_status.114.status
Image_Rights,fd_35667_sfd_46687_s | fd_21191_s | fd_21267_s | fd_5467_s | 
Acquisition Date,fd_1492_sfd_2169_s | fd_21836_s | 
"Shared Shelf Commons, Cornell: Squeeze Collection: Published On",publishing_status-747-updated_on
"ARTstor Workspace, Obama Visual Iconography: Status",publishing_status.249.status
Herbarium Collection,fd_15014_s
Description (Roman Characters),fd_38354_s
Variant Title,fd_4017_s
"Shared Shelf Commons, Cornell: International Ladies' Garment Workers' Union Photographs: Status",publishing_status.282.status
Date Category,fd_39705_mfcl_lookupfd_58251_mfcl_lookup | 
"ARTstor Workspace, Cornell: Frank Gilbreth Motion Study Photographs: Published By",publishing_status.277.updated_by
Technique (original),fd_26742_lookup
"ARTstor Workspace, Cornell: NewYork-Presbyterian/Weill Cornell Medical Center Archives Image Collection: Published By",publishing_status.222.updated_by
"ARTstor Workspace, Archivision Library - Module 7 - Cornell: Published By",publishing_status.418.updated_by
Creator Role,fd_41104_sfd_52331_s | fd_52367_s | fd_6458_s | fd_22285_s | 
Caption,fd_52337_sfd_2396_s | fd_52373_s | 
Net ID,fd_50921_s
Archival Box,fd_22949_s
Acquisition Notes,fd_1710_sfd_2172_s | fd_21839_s | 
"ARTstor Workspace, Archivision Library - Module 7 - Cornell: Status",publishing_status.418.status
"ARTstor Personal Collection, Ernie Paniccioli Archive: Published On",publishing_status-1633-updated_on
Artist/performer,fd_58672_sfd_40104_s | 
Materials/Techniques,fd_14716_lookupfd_44660_lookup | fd_24233_lookup | fd_4514_s | fd_24655_lookup | fd_4790_s | fd_31105_lookup | fd_25449_lookup | fd_36151_lookup | fd_58687_lookup | fd_41080_lookup | fd_1470_s | fd_1503_s | fd_1536_s | fd_22768_lookup | fd_20052_lookup | fd_44720_lookup | fd_17174_lookup | fd_3367_s | fd_31577_lookup | fd_41001_lookup | fd_31361_lookup | fd_27327_lookup | fd_3498_s | fd_2083_s | fd_2111_s | fd_3535_s | fd_42108_lookup | fd_2138_s | fd_2182_s | fd_29972_lookup | fd_28510_lookup | fd_52311_lookup | fd_2331_s | fd_52347_lookup | fd_18683_lookup | fd_30044_lookup | fd_31039_lookup | fd_47898_lookup | fd_47932_lookup | fd_4461_s | fd_40119_lookup | fd_31010_lookup | fd_31488_lookup | fd_5531_s | fd_34855_lookup | fd_42376_lookup | fd_21809_s | fd_58234_lookup | fd_22288_lookup | fd_51668_lookup | fd_34434_lookup | fd_52742_lookup | 
Patron Name,fd_31709_s
"Shared Shelf Commons, Cornell: John Clair Miller Collection: Published By",publishing_status.824.updated_by
"Shared Shelf Commons, Cornell: Knowledge of the World in Early Modern Japan: Status",publishing_status.1278.status
Project Short Name,fd_28710_s
"Shared Shelf Commons, Cornell: Knowledge of the World in Early Modern Japan: Published By",publishing_status.1278.updated_by
Follow-up with Artist,fd_24749_s
Work_LocationNotes,fd_35673_sfd_46693_s | fd_21193_s | fd_21269_s | fd_5470_s | 
Box Number,fd_53263_s
Administrative Notes,fd_5313_s
"Shared Shelf Commons, Cornell: Efraim Racker Art Albums: Published On",publishing_status-960-updated_on
Carousel Caption,fd_40239_sfd_58252_s | 
Place,fd_4812_lookupfd_31583_lookup | 
Donor Type,fd_51035_s
Credits,fd_4110_s
Unreadable Sector Notes (Access Copy),fd_24784_s
Work_Culture,fd_35648_sfd_46668_s | fd_21164_s | fd_21240_s | fd_5448_s | 
Serials,fd_4504_s
Rights,fd_14735_sfd_44679_s | fd_24252_s | fd_15762_s | fd_4533_s | fd_24674_s | fd_24703_s | fd_4809_s | fd_31124_s | fd_51034_s | fd_25468_s | fd_36170_s | fd_3177_s | fd_58692_s | fd_41099_s | fd_25718_s | fd_1484_s | fd_1522_s | fd_1555_s | fd_4103_s | fd_22787_s | fd_20071_s | fd_44739_s | fd_17193_s | fd_3386_s | fd_31588_s | fd_41020_s | fd_31380_s | fd_27346_s | fd_1974_s | fd_3472_s | fd_3517_s | fd_2102_s | fd_2124_s | fd_3554_s | fd_42127_s | fd_2157_s | fd_2201_s | fd_29991_s | fd_28529_s | fd_52330_s | fd_2276_s | fd_2320_s | fd_2350_s | fd_52366_s | fd_18702_s | fd_30063_s | fd_31058_s | fd_47916_s | fd_47951_s | fd_4480_s | fd_40124_s | fd_31029_s | fd_5349_s | fd_5388_s | fd_31504_s | fd_5542_s | fd_3138_s | fd_34874_s | fd_42395_s | fd_21831_s | fd_58249_s | fd_6348_s | fd_22274_s | fd_51687_s | fd_34453_s | fd_3984_s | fd_52761_s | 
Container Text,fd_4211_s
Tier 4 Location,fd_28713_s
"Shared Shelf Commons, Cornell: Adler Hip Hop Archive: Status",publishing_status.2243.status
Faculty/Requestor,fd_31395_sfd_31517_s | 
"Omeka Plugin, SharedShelf: Status",publishing_status.1007.status
Full Citation,fd_47957_s
"ARTstor Workspace, Cornell:  Images from the Rare Book and Manuscript Collections: Published On",publishing_status-472-updated_on
"Shared Shelf Commons, Cornell: John Reps Collection - Bastides: Published By",publishing_status.777.updated_by
Scanner,fd_2205_s
Canto,fd_2391_s
"Shared Shelf Commons, Cornell: Midvale Steel Company Photographs Collected by Charles D. Wrege: Published By",publishing_status.280.updated_by
"Shared Shelf Commons, Cornell: Images from the Rare Book and Manuscript Collections: Published On",publishing_status-553-updated_on
Collection Note,fd_43817_sfd_47921_s | 
Date Founded,fd_33162_s
"Shared Shelf Commons, Cornell: Kroch Asia Rare Materials Archive: Published By",publishing_status.208.updated_by
Work_AltTitle,fd_35678_sfd_46698_s | fd_21192_s | fd_21268_s | fd_5469_s | 
Related Negatives,fd_5640_s
Extent,fd_44721_sfd_41002_s | fd_46367_s | fd_3966_s | 
ImageID,fd_4488_s
Country (controlled list),fd_5380_mfcl_lookup
"Full name Last, First Middle",fd_50925_s
"ARTstor Workspace, Cornell: NewYork-Presbyterian/Weill Cornell Medical Center Archives Image Collection: Status",publishing_status.222.status
Other Creator,fd_4108_s
Project Date,fd_47928_s
Photo Location,fd_51089_s
Description (Devanagari),fd_38350_sfd_53982_s | 
Senechal,fd_31752_lookup
Reference Relation,fd_4099_s
Architect Culture (nationality),fd_47924_s
"ARTstor Personal Collection, HM_Ernie Paniccioli Archive: Published By",publishing_status.1635.updated_by
Data Date,fd_48037_dtfd_48043_dt | fd_48049_dt | fd_48055_dt | fd_48061_dt | fd_48068_dt | fd_48074_dt | fd_48080_dt | fd_48086_dt | fd_48092_dt | fd_48098_dt | fd_48104_dt | fd_48110_dt | fd_48116_dt | fd_48122_dt | fd_48128_dt | fd_48134_dt | fd_48140_dt | fd_48146_dt | fd_48153_dt | fd_48160_dt | fd_48166_dt | fd_48172_dt | fd_48178_dt | fd_48184_dt | fd_48190_dt | fd_48196_dt | fd_48202_dt | fd_48208_dt | fd_48214_dt | fd_48220_dt | fd_48226_dt | fd_48232_dt | fd_48238_dt | fd_48244_dt | fd_48250_dt | fd_48256_dt | fd_48262_dt | fd_48268_dt | fd_48274_dt | fd_48280_dt | fd_48286_dt | fd_48292_dt | fd_48298_dt | fd_48304_dt | fd_48310_dt | 
Canticle,fd_2390_s
"Shared Shelf Commons, Cornell: Cast Collection: Published On",publishing_status-195-updated_on
Image_Filename,fd_35670_sfd_46690_s | fd_21201_s | fd_21277_s | fd_5478_s | 
Date 3,fd_4540_sfd_5545_s | 
Village,fd_28389_s
Orig Style/Period,fd_21718_sfd_21843_s | 
Image Technique,fd_4499_s
Creation Site,fd_3182_lookupfd_2145_lookup | fd_2264_lookup | fd_21819_lookup | 
"ARTstor Workspace, Cornell Coins Collection: Published By",publishing_status.201.updated_by
Material,fd_51048_lookupfd_1978_s | 
Gender,fd_41108_s
"Shared Shelf Commons, Cornell: Adler Hip Hop Archive: Published On",publishing_status-2243-updated_on
Keywords,fd_3519_sfd_3559_s | 
Metal,fd_2280_s
"ARTstor Workspace, Archivision Library - Addition Module Six: Published By",publishing_status.205.updated_by
"ARTstor Workspace, Cornell: Images from the Cornell University Library Map Collection: Published By",publishing_status.154.updated_by
Track Filename,fd_44740_s
"Shared Shelf Commons, Cornell: New York Call Photographs: Published By",publishing_status.276.updated_by
"Shared Shelf Commons, Cornell: New York Call Photographs: Published On",publishing_status-276-updated_on
"Shared Shelf Commons, Cornell: Obama Visual Iconography: Published On",publishing_status-250-updated_on
CULAR Date of Deposit,fd_28709_s
Venue Address 2,fd_4545_sfd_5550_s | 
Photographer,fd_44676_sfd_24249_s | fd_24671_s | fd_31121_s | fd_51031_s | fd_25465_s | fd_36167_s | fd_3184_lookup | fd_58670_lookup | fd_1487_s | fd_1519_s | fd_1552_s | fd_22784_s | fd_20068_s | fd_44736_s | fd_3383_s | fd_41017_s | fd_31377_s | fd_3489_lookup | fd_42124_s | fd_2154_s | fd_2198_s | fd_28526_s | fd_52327_s | fd_2273_s | fd_52363_s | fd_18699_s | fd_31055_s | fd_47889_s | fd_47948_s | fd_4477_s | fd_62436_lookup | fd_31026_s | fd_31501_s | fd_3143_lookup | fd_34846_lookup | fd_42392_s | fd_21828_s | fd_51684_s | fd_52758_s | 
Related Specimen,fd_23860_s
"Shared Shelf Commons, Cornell: Laboratory of Ornithology Gallery of Bird and Wildlife Art: Status",publishing_status.1365.status
Cross Reference,fd_51046_s
Subcollection,fd_4824_sfd_51050_s | fd_2551_s | fd_6354_s | fd_6355_s | fd_31595_s | fd_3147_s | 
"ARTstor Workspace, Cornell: International Ladies' Garment Workers' Union Photographs: Published By",publishing_status.281.updated_by
Tape No.,fd_44741_s
Origin Site,fd_16717_lookup
Latitude,fd_44668_sfd_24241_s | fd_28499_s | fd_24663_s | fd_31113_s | fd_51023_s | fd_25457_s | fd_36159_s | fd_58680_s | fd_1478_s | fd_1511_s | fd_1544_s | fd_22776_s | fd_20060_s | fd_44728_s | fd_3375_s | fd_41009_s | fd_31369_s | fd_27335_s | fd_42485_s | fd_42116_s | fd_2146_s | fd_29980_s | fd_28518_s | fd_52319_s | fd_52355_s | fd_18691_s | fd_31047_s | fd_47906_s | fd_47940_s | fd_40112_s | fd_31018_s | fd_28571_s | fd_34863_s | fd_42384_s | fd_21820_s | fd_6337_s | fd_51676_s | 
Purchase Price,fd_1493_sfd_2170_s | fd_21837_s | 
Item Count,fd_41107_s
Venue 3,fd_4543_sfd_5548_s | 
"ARTstor Workspace, Cornell: Willard D. Straight in Korea: Published On",publishing_status-144-updated_on
